,amount,branch_type,category,da_id,hospital_area,hospital_code,hospital_name,indicator,total,Special_Type,SPECIAL_ID,overall_district,overall,year
426,13.0000,1,診所                ,114,新北市板橋區,3531012533,仁民診所,17.81%,73.0000,4,0,0.4091,0.4554,2019
427,8.0000,1,診所                ,114,新北市林口區,3531171493,仁邦診所,10.96%,73.0000,4,0,0.4091,0.4554,2019
428,4.0000,1,診所                ,114,新北市八里區,3531231136,台加診所,5.48%,73.0000,4,0,0.4091,0.4554,2019
429,9.0000,1,診所                ,114,新北市泰山區,3531161595,王嘉興診所,12.33%,73.0000,4,0,0.4091,0.4554,2019
430,4.0000,1,診所                ,114,新北市瑞芳區,3531121608,合安診所,5.56%,72.0000,4,0,0.4091,0.4554,2019
431,9.0000,1,診所                ,114,新北市新莊區,3531060324,鄭骨科耳鼻喉科診所,12.5%,72.0000,4,0,0.4091,0.4554,2019
432,9.0000,1,診所                ,114,新北市新莊區,3531066433,軒禾診所,12.5%,72.0000,4,0,0.4091,0.4554,2019
433,8.0000,1,診所                ,114,新北市中和區,3531041776,西華診所,11.11%,72.0000,4,0,0.4091,0.4554,2019
434,12.0000,1,診所                ,114,新北市林口區,3531171331,豐家診所,16.67%,72.0000,4,0,0.4091,0.4554,2019
435,35.0000,1,診所                ,114,新北市蘆洲區,3531142947,本一診所,49.3%,71.0000,4,0,0.4091,0.4554,2019
436,10.0000,1,診所                ,114,新北市中和區,3531042362,家和診所,14.08%,71.0000,4,0,0.4091,0.4554,2019
437,6.0000,1,診所                ,114,新北市中和區,3531044437,佳新小兒科診所,8.45%,71.0000,4,0,0.4091,0.4554,2019
438,16.0000,1,診所                ,114,新北市淡水區,3531100234,陳世芳診所,22.86%,70.0000,4,0,0.4091,0.4554,2019
439,6.0000,1,診所                ,114,新北市五股區,3531151428,信恆診所,8.57%,70.0000,4,0,0.4091,0.4554,2019
440,63.0000,1,診所                ,114,新北市石碇區,2331190019,新北市石碇區衛生所,91.3%,69.0000,4,0,0.4091,0.4554,2019
441,9.0000,1,診所                ,114,新北市中和區,3531041847,宜生診所,13.04%,69.0000,4,0,0.4091,0.4554,2019
442,5.0000,1,診所                ,114,新北市板橋區,3531016219,吉立診所,7.25%,69.0000,4,0,0.4091,0.4554,2019
443,14.0000,1,診所                ,114,新北市鶯歌區,3531081672,大山耳鼻喉科診所,20.29%,69.0000,4,0,0.4091,0.4554,2019
444,10.0000,1,診所                ,114,新北市中和區,3531045176,奇安診所,14.49%,69.0000,4,0,0.4091,0.4554,2019
445,14.0000,1,診所                ,114,新北市新莊區,3531066282,建嘉小兒科診所,20.59%,68.0000,4,0,0.4091,0.4554,2019
446,10.0000,1,診所                ,114,新北市板橋區,3531012917,炳榮診所,14.71%,68.0000,4,0,0.4091,0.4554,2019
447,9.0000,1,診所                ,114,新北市三重區,3531026242,政義診所,13.24%,68.0000,4,0,0.4091,0.4554,2019
448,10.0000,1,診所                ,114,新北市樹林區,3531072306,安泰診所,14.71%,68.0000,4,0,0.4091,0.4554,2019
449,14.0000,1,診所                ,114,新北市蘆洲區,3531142367,寶明診所,20.9%,67.0000,4,0,0.4091,0.4554,2019
450,8.0000,1,診所                ,114,新北市蘆洲區,3531143800,健侒診所,11.94%,67.0000,4,0,0.4091,0.4554,2019
451,14.0000,1,診所                ,114,新北市板橋區,3531012668,幼華診所,21.21%,66.0000,4,0,0.4091,0.4554,2019
452,10.0000,1,診所                ,114,新北市新店區,3531051192,劉建梅診所,15.15%,66.0000,4,0,0.4091,0.4554,2019
453,9.0000,1,診所                ,114,新北市三峽區,3531090386,錦霖診所,13.64%,66.0000,4,0,0.4091,0.4554,2019
454,11.0000,1,診所                ,114,新北市中和區,3531045890,朝安診所,16.67%,66.0000,4,0,0.4091,0.4554,2019
455,9.0000,1,診所                ,114,新北市淡水區,3531104750,華生家醫科皮膚科聯合診所,13.64%,66.0000,4,0,0.4091,0.4554,2019
456,11.0000,1,診所                ,114,新北市新莊區,3531062195,林復森耳鼻喉科診所,16.92%,65.0000,4,0,0.4091,0.4554,2019
457,10.0000,1,診所                ,114,新北市板橋區,3531015187,揚明診所,15.38%,65.0000,4,0,0.4091,0.4554,2019
458,18.0000,1,診所                ,114,新北市新莊區,3531065605,文鼎診所,27.69%,65.0000,4,0,0.4091,0.4554,2019
459,8.0000,1,診所                ,114,新北市淡水區,3531104803,能安診所,12.31%,65.0000,4,0,0.4091,0.4554,2019
460,8.0000,1,診所                ,114,新北市新莊區,3531061232,聶廷憲診所,12.5%,64.0000,4,0,0.4091,0.4554,2019
461,6.0000,1,診所                ,114,新北市土城區,3531130483,土城診所,9.52%,63.0000,4,0,0.4091,0.4554,2019
462,9.0000,1,診所                ,114,新北市永和區,3531033827,和安耳鼻喉科診所,14.29%,63.0000,4,0,0.4091,0.4554,2019
463,15.0000,1,診所                ,114,新北市板橋區,3531018400,榮新診所,23.81%,63.0000,4,0,0.4091,0.4554,2019
464,11.0000,1,診所                ,114,新北市新店區,3531053730,碧潭診所,17.46%,63.0000,4,0,0.4091,0.4554,2019
465,10.0000,1,診所                ,114,新北市中和區,3531043770,王家醫科診所,15.87%,63.0000,4,0,0.4091,0.4554,2019
466,11.0000,1,診所                ,114,新北市板橋區,3531011590,姚欽祥外科婦產科診所,17.74%,62.0000,4,0,0.4091,0.4554,2019
467,8.0000,1,診所                ,114,新北市中和區,3531041650,榮生診所,12.9%,62.0000,4,0,0.4091,0.4554,2019
468,9.0000,1,診所                ,114,新北市汐止區,3531110838,戴政傑診所,14.52%,62.0000,4,0,0.4091,0.4554,2019
469,9.0000,1,診所                ,114,新北市中和區,3531045827,立翔診所,14.52%,62.0000,4,0,0.4091,0.4554,2019
470,16.0000,1,診所                ,114,新北市林口區,3531171368,侯志龍小兒科診所,25.81%,62.0000,4,0,0.4091,0.4554,2019
471,4.0000,1,診所                ,114,新北市土城區,3531130607,亞泰診所,6.56%,61.0000,4,0,0.4091,0.4554,2019
472,7.0000,1,診所                ,114,新北市蘆洲區,3531140372,永全診所,11.48%,61.0000,4,0,0.4091,0.4554,2019
473,13.0000,1,診所                ,114,新北市板橋區,3531013781,黃頌邦診所,21.31%,61.0000,4,0,0.4091,0.4554,2019
474,10.0000,1,診所                ,114,新北市汐止區,3531112887,德祐小兒科診所,16.39%,61.0000,4,0,0.4091,0.4554,2019
475,18.0000,1,診所                ,114,新北市新店區,3531052840,信安診所,29.51%,61.0000,4,0,0.4091,0.4554,2019
476,5.0000,1,診所                ,114,新北市板橋區,3531013101,黃景宏診所,8.2%,61.0000,4,0,0.4091,0.4554,2019
477,18.0000,1,診所                ,114,新北市土城區,3531131024,王培玲診所,30%,60.0000,4,0,0.4091,0.4554,2019
478,15.0000,1,診所                ,114,新北市板橋區,3531018928,仁禾診所,25%,60.0000,4,0,0.4091,0.4554,2019
479,8.0000,1,診所                ,114,新北市永和區,3531034744,逸原診所,13.33%,60.0000,4,0,0.4091,0.4554,2019
480,7.0000,1,診所                ,114,新北市新莊區,3531066111,成泰診所,11.67%,60.0000,4,0,0.4091,0.4554,2019
481,7.0000,1,診所                ,114,新北市蘆洲區,3531140934,張眼科診所,11.86%,59.0000,4,0,0.4091,0.4554,2019
482,7.0000,1,診所                ,114,新北市樹林區,3531072057,三福診所,11.86%,59.0000,4,0,0.4091,0.4554,2019
483,13.0000,1,診所                ,114,新北市新店區,3531053132,全康診所,22.03%,59.0000,4,0,0.4091,0.4554,2019
484,3.0000,1,診所                ,114,新北市瑞芳區,3531120076,簡診所,5.17%,58.0000,4,0,0.4091,0.4554,2019
485,12.0000,1,診所                ,114,新北市三重區,3531021630,宏鴻診所,20.69%,58.0000,4,0,0.4091,0.4554,2019
486,14.0000,1,診所                ,114,新北市新莊區,3531066166,巧兒親子診所,24.14%,58.0000,4,0,0.4091,0.4554,2019
487,11.0000,1,診所                ,114,新北市永和區,3531033407,健新耳鼻喉科診所,18.97%,58.0000,4,0,0.4091,0.4554,2019
488,10.0000,1,診所                ,114,新北市中和區,3531044053,益德診所,17.24%,58.0000,4,0,0.4091,0.4554,2019
489,8.0000,1,診所                ,114,新北市三峽區,3531090288,詹小兒科診所,13.79%,58.0000,4,0,0.4091,0.4554,2019
490,7.0000,1,診所                ,114,新北市泰山區,3531161666,弘森診所,12.07%,58.0000,4,0,0.4091,0.4554,2019
491,11.0000,1,診所                ,114,新北市雙溪區,3531251414,保惠診所,19.3%,57.0000,4,0,0.4091,0.4554,2019
492,9.0000,1,診所                ,114,新北市土城區,3531132585,吉康小兒科診所,16.07%,56.0000,4,0,0.4091,0.4554,2019
493,14.0000,1,診所                ,114,新北市淡水區,3531105266,宜禾診所,25%,56.0000,4,0,0.4091,0.4554,2019
494,6.0000,1,診所                ,114,新北市土城區,3531130634,蔡永福小兒科診所,10.91%,55.0000,4,0,0.4091,0.4554,2019
495,7.0000,1,診所                ,114,新北市中和區,3531042264,中和仁安診所,12.73%,55.0000,4,0,0.4091,0.4554,2019
496,6.0000,1,診所                ,114,新北市新莊區,3531061045,邱欽斌小兒科診所,10.91%,55.0000,4,0,0.4091,0.4554,2019
497,8.0000,1,診所                ,114,新北市板橋區,3531010940,張俊明外科婦科診所,14.55%,55.0000,4,0,0.4091,0.4554,2019
498,6.0000,1,診所                ,114,新北市蘆洲區,3531142081,聯邦診所,11.11%,54.0000,4,0,0.4091,0.4554,2019
499,8.0000,1,診所                ,114,新北市中和區,3531043976,華欣診所,14.81%,54.0000,4,0,0.4091,0.4554,2019
500,15.0000,1,診所                ,114,新北市雙溪區,3531251361,冠麒診所,27.78%,54.0000,4,0,0.4091,0.4554,2019
501,6.0000,1,診所                ,114,新北市板橋區,3531016862,耀安小兒科診所,11.32%,53.0000,4,0,0.4091,0.4554,2019
502,15.0000,1,診所                ,114,新北市新店區,3531053838,逸安診所,28.3%,53.0000,4,0,0.4091,0.4554,2019
503,4.0000,1,診所                ,114,新北市新店區,3531052635,林建良耳鼻喉科診所,7.55%,53.0000,4,0,0.4091,0.4554,2019
504,14.0000,1,診所                ,114,新北市五股區,3531150216,鴻佑診所,26.42%,53.0000,4,0,0.4091,0.4554,2019
505,6.0000,1,診所                ,114,新北市三重區,3531022011,銘泰診所,11.54%,52.0000,4,0,0.4091,0.4554,2019
506,11.0000,1,診所                ,114,新北市樹林區,3531070400,合順診所,21.15%,52.0000,4,0,0.4091,0.4554,2019
507,8.0000,1,診所                ,114,新北市新莊區,3531063487,寶健診所,15.69%,51.0000,4,0,0.4091,0.4554,2019
508,5.0000,1,診所                ,114,新北市林口區,3531171519,劉乃豪診所,9.8%,51.0000,4,0,0.4091,0.4554,2019
509,4.0000,1,診所                ,114,新北市蘆洲區,3531142769,乾祐診所,8%,50.0000,4,0,0.4091,0.4554,2019
510,14.0000,1,診所                ,114,新北市三峽區,3531091614,一盧診所,28%,50.0000,4,0,0.4091,0.4554,2019
511,9.0000,1,診所                ,114,新北市三芝區,3531211090,曾明診所,18%,50.0000,4,0,0.4091,0.4554,2019
512,6.0000,1,診所                ,114,新北市蘆洲區,3531143702,蘆洲現代內科診所,12%,50.0000,4,0,0.4091,0.4554,2019
513,7.0000,1,診所                ,114,新北市淡水區,3531104965,怡安診所,14.29%,49.0000,4,0,0.4091,0.4554,2019
514,5.0000,1,診所                ,114,新北市蘆洲區,3531142938,黃天一耳鼻喉科診所,10.42%,48.0000,4,0,0.4091,0.4554,2019
515,7.0000,1,診所                ,114,新北市板橋區,3531011027,中正診所,14.58%,48.0000,4,0,0.4091,0.4554,2019
516,11.0000,1,診所                ,114,新北市林口區,3531170192,捷仁診所,22.92%,48.0000,4,0,0.4091,0.4554,2019
517,7.0000,1,診所                ,114,新北市土城區,3531130125,秀偉小兒科診所,14.89%,47.0000,4,0,0.4091,0.4554,2019
518,9.0000,1,診所                ,114,新北市三重區,3531020660,三民家庭醫學科診所,19.15%,47.0000,4,0,0.4091,0.4554,2019
519,17.0000,1,診所                ,114,新北市板橋區,3531019532,里安診所,36.17%,47.0000,4,0,0.4091,0.4554,2019
520,6.0000,1,診所                ,114,新北市新莊區,3531064439,施博仁診所,12.77%,47.0000,4,0,0.4091,0.4554,2019
521,7.0000,1,診所                ,114,新北市三重區,3531026260,正和診所,14.89%,47.0000,4,0,0.4091,0.4554,2019
522,6.0000,1,診所                ,114,新北市鶯歌區,3531081663,金鶯診所,12.77%,47.0000,4,0,0.4091,0.4554,2019
523,11.0000,1,診所                ,114,新北市三重區,3531025432,輝鴻診所,23.91%,46.0000,4,0,0.4091,0.4554,2019
524,36.0000,1,診所                ,114,新北市新莊區,3531065936,宏久診所,78.26%,46.0000,4,0,0.4091,0.4554,2019
525,13.0000,1,診所                ,114,新北市樹林區,3531072280,松禾診所,28.26%,46.0000,4,0,0.4091,0.4554,2019
526,4.0000,1,診所                ,114,新北市鶯歌區,3531080264,博音診所,8.7%,46.0000,4,0,0.4091,0.4554,2019
527,18.0000,1,診所                ,114,新北市中和區,3531044982,南勢角德祐診所,39.13%,46.0000,4,0,0.4091,0.4554,2019
528,16.0000,1,診所                ,114,新北市中和區,3531046002,王曜庭診所,34.78%,46.0000,4,0,0.4091,0.4554,2019
529,5.0000,1,診所                ,114,新北市三重區,3531022520,三重台新診所,11.11%,45.0000,4,0,0.4091,0.4554,2019
530,10.0000,1,診所                ,114,新北市板橋區,3531019452,新埔立安診所,22.22%,45.0000,4,0,0.4091,0.4554,2019
531,9.0000,1,診所                ,114,新北市永和區,3531034726,信心診所,20%,45.0000,4,0,0.4091,0.4554,2019
532,3.0000,1,診所                ,114,新北市新莊區,3531065883,大方診所,6.67%,45.0000,4,0,0.4091,0.4554,2019
533,4.0000,1,診所                ,114,新北市樹林區,3531072225,承恩診所,8.89%,45.0000,4,0,0.4091,0.4554,2019
534,15.0000,1,診所                ,114,新北市中和區,3531045621,維登診所,33.33%,45.0000,4,0,0.4091,0.4554,2019
535,6.0000,1,診所                ,114,新北市三芝區,3531211081,三芝彭小兒科診所,13.33%,45.0000,4,0,0.4091,0.4554,2019
536,13.0000,1,診所                ,114,新北市蘆洲區,3531140774,集賢內科診所,29.55%,44.0000,4,0,0.4091,0.4554,2019
537,4.0000,1,診所                ,114,新北市永和區,3531034020,洪碩壎小兒科診所,9.09%,44.0000,4,0,0.4091,0.4554,2019
538,5.0000,1,診所                ,114,新北市三峽區,3531091623,慶霖診所,11.36%,44.0000,4,0,0.4091,0.4554,2019
539,9.0000,1,診所                ,114,新北市永和區,3531033470,楊安診所,20.93%,43.0000,4,0,0.4091,0.4554,2019
540,10.0000,1,診所                ,114,新北市板橋區,3531010404,周文通診所,23.26%,43.0000,4,0,0.4091,0.4554,2019
541,16.0000,1,診所                ,114,新北市中和區,3531041785,德祐診所,37.21%,43.0000,4,0,0.4091,0.4554,2019
542,12.0000,1,診所                ,114,新北市蘆洲區,3531143140,愛林鑫北診所,28.57%,42.0000,4,0,0.4091,0.4554,2019
543,3.0000,1,診所                ,114,新北市土城區,3531132709,洪正祝小兒科診所,7.14%,42.0000,4,0,0.4091,0.4554,2019
544,10.0000,1,診所                ,114,新北市板橋區,3531017814,佳誠診所,23.81%,42.0000,4,0,0.4091,0.4554,2019
545,6.0000,1,診所                ,114,新北市新莊區,3531065249,康熙診所,14.29%,42.0000,4,0,0.4091,0.4554,2019
546,4.0000,1,診所                ,114,新北市汐止區,3531110356,佑安診所,9.52%,42.0000,4,0,0.4091,0.4554,2019
547,6.0000,1,診所                ,114,新北市土城區,3531130956,郭舒民診所,14.63%,41.0000,4,0,0.4091,0.4554,2019
548,6.0000,1,診所                ,114,新北市蘆洲區,3531140229,洪文能診所,14.63%,41.0000,4,0,0.4091,0.4554,2019
549,5.0000,1,診所                ,114,新北市三重區,3531022119,三和診所,12.2%,41.0000,4,0,0.4091,0.4554,2019
550,7.0000,1,診所                ,114,新北市永和區,3531034066,柯景馨診所,17.07%,41.0000,4,0,0.4091,0.4554,2019
551,3.0000,1,診所                ,114,新北市中和區,3531045167,佑欣診所,7.32%,41.0000,4,0,0.4091,0.4554,2019
552,5.0000,1,診所                ,114,新北市平溪區,3531241043,瑞安診所,12.2%,41.0000,4,0,0.4091,0.4554,2019
553,2.0000,1,診所                ,114,新北市烏來區,3531291123,華成診所,4.88%,41.0000,4,0,0.4091,0.4554,2019
554,9.0000,1,診所                ,114,新北市新店區,3531053767,日安診所,22.5%,40.0000,4,0,0.4091,0.4554,2019
555,6.0000,1,診所                ,114,新北市新店區,3531051343,佳音診所,15%,40.0000,4,0,0.4091,0.4554,2019
556,13.0000,1,診所                ,114,新北市淡水區,3531100574,博安診所,32.5%,40.0000,4,0,0.4091,0.4554,2019
557,7.0000,1,診所                ,114,新北市五股區,3531151535,健泰診所,17.5%,40.0000,4,0,0.4091,0.4554,2019
558,5.0000,1,診所                ,114,新北市泰山區,3531160374,黃耀立診所,12.5%,40.0000,4,0,0.4091,0.4554,2019
559,7.0000,1,診所                ,114,新北市泰山區,3531161684,永旭診所,17.5%,40.0000,4,0,0.4091,0.4554,2019
560,3.0000,1,診所                ,114,新北市土城區,3531130616,煌昌診所,7.69%,39.0000,4,0,0.4091,0.4554,2019
561,2.0000,1,診所                ,114,新北市新莊區,3531063594,沈耳鼻喉科診所,5.13%,39.0000,4,0,0.4091,0.4554,2019
562,4.0000,1,診所                ,114,新北市新莊區,3531063647,幸福小兒科診所,10.26%,39.0000,4,0,0.4091,0.4554,2019
563,4.0000,1,診所                ,114,新北市土城區,3531130376,廣福診所,10.53%,38.0000,4,0,0.4091,0.4554,2019
564,6.0000,1,診所                ,114,新北市蘆洲區,3531142394,超群耳鼻喉科診所,15.79%,38.0000,4,0,0.4091,0.4554,2019
565,9.0000,1,診所                ,114,新北市永和區,3531031654,劉宗健小兒科診所,23.68%,38.0000,4,0,0.4091,0.4554,2019
566,8.0000,1,診所                ,114,新北市永和區,3531034539,彭程毅診所,21.05%,38.0000,4,0,0.4091,0.4554,2019
567,10.0000,1,診所                ,114,新北市新莊區,3531066237,立安耳鼻喉科診所,26.32%,38.0000,4,0,0.4091,0.4554,2019
568,6.0000,1,診所                ,114,新北市新莊區,3531063807,安諾婦產科診所,15.79%,38.0000,4,0,0.4091,0.4554,2019
569,2.0000,1,診所                ,114,新北市中和區,3531044320,友善宜安診所,5.26%,38.0000,4,0,0.4091,0.4554,2019
570,5.0000,1,診所                ,114,新北市新店區,3531051254,文玉小兒科診所,13.16%,38.0000,4,0,0.4091,0.4554,2019
571,2.0000,1,診所                ,114,新北市樹林區,3531070099,許芳豪內科小兒科診所,5.26%,38.0000,4,0,0.4091,0.4554,2019
572,8.0000,1,診所                ,114,新北市土城區,3531130545,延吉診所,21.62%,37.0000,4,0,0.4091,0.4554,2019
573,8.0000,1,診所                ,114,新北市土城區,3531130830,家峰耳鼻喉科診所,21.62%,37.0000,4,0,0.4091,0.4554,2019
574,15.0000,1,診所                ,114,新北市新莊區,3531066308,杏原診所,40.54%,37.0000,4,0,0.4091,0.4554,2019
575,3.0000,1,診所                ,114,新北市板橋區,3531011456,愛德診所,8.11%,37.0000,4,0,0.4091,0.4554,2019
576,7.0000,1,診所                ,114,新北市中和區,3531041838,永康診所,18.92%,37.0000,4,0,0.4091,0.4554,2019
577,10.0000,1,診所                ,114,新北市新莊區,3531062006,劉建輝診所,27.03%,37.0000,4,0,0.4091,0.4554,2019
578,9.0000,1,診所                ,114,新北市汐止區,3531112752,新和診所,24.32%,37.0000,4,0,0.4091,0.4554,2019
579,10.0000,1,診所                ,114,新北市淡水區,3531100323,新光家醫科診所,27.03%,37.0000,4,0,0.4091,0.4554,2019
580,8.0000,1,診所                ,114,新北市板橋區,3531017207,仁佑耳鼻喉科診所,22.22%,36.0000,4,0,0.4091,0.4554,2019
581,6.0000,1,診所                ,114,新北市永和區,3531031921,趙英進診所,16.67%,36.0000,4,0,0.4091,0.4554,2019
582,10.0000,1,診所                ,114,新北市三重區,3531024711,康全診所,27.78%,36.0000,4,0,0.4091,0.4554,2019
583,5.0000,1,診所                ,114,新北市新店區,3531053123,我的診所,13.89%,36.0000,4,0,0.4091,0.4554,2019
584,10.0000,1,診所                ,114,新北市蘆洲區,3531140738,劉安邦耳鼻喉科診所,28.57%,35.0000,4,0,0.4091,0.4554,2019
585,8.0000,1,診所                ,114,新北市蘆洲區,3531143186,陳彥廷診所,22.86%,35.0000,4,0,0.4091,0.4554,2019
586,0.0000,1,診所                ,114,新北市新莊區,3531063674,大新大診所,0%,35.0000,4,0,0.4091,0.4554,2019
587,1.0000,1,診所                ,114,新北市三重區,3531022922,侯外科診所,2.86%,35.0000,4,0,0.4091,0.4554,2019
588,6.0000,1,診所                ,114,新北市中和區,3531044160,好家人診所,17.14%,35.0000,4,0,0.4091,0.4554,2019
589,7.0000,1,診所                ,114,新北市泰山區,3531161648,泰安診所,20%,35.0000,4,0,0.4091,0.4554,2019
590,3.0000,1,診所                ,114,新北市新莊區,3531066264,思賢診所,8.82%,34.0000,4,0,0.4091,0.4554,2019
591,7.0000,1,診所                ,114,新北市新莊區,3531064537,曉民診所,20.59%,34.0000,4,0,0.4091,0.4554,2019
592,4.0000,1,診所                ,114,新北市中和區,3531042399,慧禮診所,11.76%,34.0000,4,0,0.4091,0.4554,2019
593,5.0000,1,診所                ,114,新北市三峽區,3531092157,中園診所,14.71%,34.0000,4,0,0.4091,0.4554,2019
594,3.0000,1,診所                ,114,新北市蘆洲區,3531143686,蘆洲現代耳鼻喉科診所,8.82%,34.0000,4,0,0.4091,0.4554,2019
595,4.0000,1,診所                ,114,新北市蘆洲區,3531143695,蘆洲集賢耳鼻喉科診所,11.76%,34.0000,4,0,0.4091,0.4554,2019
596,9.0000,1,診所                ,114,新北市蘆洲區,3531140265,顏鴻仁家庭醫學科診所,27.27%,33.0000,4,0,0.4091,0.4554,2019
597,8.0000,1,診所                ,114,新北市三重區,3531025843,慈田診所,24.24%,33.0000,4,0,0.4091,0.4554,2019
598,6.0000,1,診所                ,114,新北市三重區,3531024533,重揚診所,18.18%,33.0000,4,0,0.4091,0.4554,2019
599,3.0000,1,診所                ,114,新北市樹林區,3531072146,柯盈賢小兒科診所,9.09%,33.0000,4,0,0.4091,0.4554,2019
600,6.0000,1,診所                ,114,新北市新莊區,3531063469,莊申南婦產科診所,18.75%,32.0000,4,0,0.4091,0.4554,2019
601,6.0000,1,診所                ,114,新北市新莊區,3531065945,昌明耳鼻喉科診所,18.75%,32.0000,4,0,0.4091,0.4554,2019
602,4.0000,1,診所                ,114,新北市板橋區,3531013478,廣安診所,12.5%,32.0000,4,0,0.4091,0.4554,2019
603,5.0000,1,診所                ,114,新北市三重區,3531021407,鄭俊堂診所,16.13%,31.0000,4,0,0.4091,0.4554,2019
604,3.0000,1,診所                ,114,新北市新莊區,3531061643,祐幼小兒科診所,9.68%,31.0000,4,0,0.4091,0.4554,2019
605,4.0000,1,診所                ,114,新北市新莊區,3531066013,思原內科診所,12.9%,31.0000,4,0,0.4091,0.4554,2019
606,5.0000,1,診所                ,114,新北市中和區,3531043618,郭長堺診所,16.13%,31.0000,4,0,0.4091,0.4554,2019
607,5.0000,1,診所                ,114,新北市汐止區,3531112216,蘇小兒科診所,16.13%,31.0000,4,0,0.4091,0.4554,2019
608,3.0000,1,診所                ,114,新北市中和區,3531044875,宏泰診所,9.68%,31.0000,4,0,0.4091,0.4554,2019
609,4.0000,1,診所                ,114,新北市淡水區,3531105011,卓訓德診所,12.9%,31.0000,4,0,0.4091,0.4554,2019
610,5.0000,1,診所                ,114,新北市板橋區,3531017958,晨陽診所,16.67%,30.0000,4,0,0.4091,0.4554,2019
611,2.0000,1,診所                ,114,新北市板橋區,3531013423,吳宏誠小兒科診所,6.67%,30.0000,4,0,0.4091,0.4554,2019
612,4.0000,1,診所                ,114,新北市板橋區,3531016166,恩典復健家醫科診所,13.33%,30.0000,4,0,0.4091,0.4554,2019
613,5.0000,1,診所                ,114,新北市新莊區,3531065561,育慶小兒科診所,16.67%,30.0000,4,0,0.4091,0.4554,2019
614,3.0000,1,診所                ,114,新北市樹林區,3531070133,賴貞祥婦產科診所,10%,30.0000,4,0,0.4091,0.4554,2019
615,2.0000,1,診所                ,114,新北市土城區,3531133000,誠安耳鼻喉科診所,6.9%,29.0000,4,0,0.4091,0.4554,2019
616,6.0000,1,診所                ,114,新北市新莊區,3531066228,安田耳鼻喉科診所,20.69%,29.0000,4,0,0.4091,0.4554,2019
617,3.0000,1,診所                ,114,新北市中和區,3531046075,力禾耳鼻喉科診所,10.34%,29.0000,4,0,0.4091,0.4554,2019
618,8.0000,1,診所                ,114,新北市板橋區,3531016488,建佑診所,27.59%,29.0000,4,0,0.4091,0.4554,2019
619,2.0000,1,診所                ,114,新北市汐止區,3531112421,青山診所,6.9%,29.0000,4,0,0.4091,0.4554,2019
620,2.0000,1,診所                ,114,新北市中和區,3531044839,育晨診所,6.9%,29.0000,4,0,0.4091,0.4554,2019
621,5.0000,1,診所                ,114,新北市永和區,3531033283,吳志仁診所,17.86%,28.0000,4,0,0.4091,0.4554,2019
622,6.0000,1,診所                ,114,新北市永和區,3531033327,友友小兒科診所,21.43%,28.0000,4,0,0.4091,0.4554,2019
623,6.0000,1,診所                ,114,新北市板橋區,3531016639,健康家庭醫學科診所,21.43%,28.0000,4,0,0.4091,0.4554,2019
624,4.0000,1,診所                ,114,新北市汐止區,3531112609,雙雙小兒科診所,14.29%,28.0000,4,0,0.4091,0.4554,2019
625,2.0000,1,診所                ,114,新北市新店區,3531053433,加加小兒科診所,7.14%,28.0000,4,0,0.4091,0.4554,2019
626,6.0000,1,診所                ,114,新北市中和區,3431041096,微星科技股份有限公司附設醫務室,22.22%,27.0000,4,0,0.4091,0.4554,2019
627,5.0000,1,診所                ,114,新北市板橋區,3531019336,俊亨內科診所,18.52%,27.0000,4,0,0.4091,0.4554,2019
628,4.0000,1,診所                ,114,新北市中和區,3531040886,白家聲診所,14.81%,27.0000,4,0,0.4091,0.4554,2019
629,3.0000,1,診所                ,114,新北市新莊區,3531064420,光華診所,11.11%,27.0000,4,0,0.4091,0.4554,2019
630,3.0000,1,診所                ,114,新北市三重區,3531022815,吳英芳診所,11.11%,27.0000,4,0,0.4091,0.4554,2019
631,3.0000,1,診所                ,114,新北市樹林區,3531072502,三樹金鶯診所,11.11%,27.0000,4,0,0.4091,0.4554,2019
632,7.0000,1,診所                ,114,新北市新店區,3531050659,陳正宗診所,25.93%,27.0000,4,0,0.4091,0.4554,2019
633,4.0000,1,診所                ,114,新北市汐止區,3531112716,人禾小兒科診所,14.81%,27.0000,4,0,0.4091,0.4554,2019
634,9.0000,1,診所                ,114,新北市深坑區,3531180198,幼恩診所,33.33%,27.0000,4,0,0.4091,0.4554,2019
635,3.0000,1,診所                ,114,新北市土城區,3531130572,延平診所,11.54%,26.0000,4,0,0.4091,0.4554,2019
636,7.0000,1,診所                ,114,新北市三重區,3531025290,明安耳鼻喉科診所,26.92%,26.0000,4,0,0.4091,0.4554,2019
637,7.0000,1,診所                ,114,新北市永和區,3531034520,晉康診所,26.92%,26.0000,4,0,0.4091,0.4554,2019
638,7.0000,1,診所                ,114,新北市新莊區,3531060726,崇仁外科診所,26.92%,26.0000,4,0,0.4091,0.4554,2019
639,11.0000,1,診所                ,114,新北市新莊區,3531065623,天佑診所,42.31%,26.0000,4,0,0.4091,0.4554,2019
640,6.0000,1,診所                ,114,新北市新莊區,3531065892,健恩診所,23.08%,26.0000,4,0,0.4091,0.4554,2019
641,4.0000,1,診所                ,114,新北市樹林區,3531070599,敏昌診所,15.38%,26.0000,4,0,0.4091,0.4554,2019
642,1.0000,1,診所                ,114,新北市汐止區,3531110338,佑昌內科診所,3.85%,26.0000,4,0,0.4091,0.4554,2019
